"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,崙頂里,797,753483,24474,18967,578392,30079,4515,251,628,87442,323,7839,0,574,470727,645819,291
,沙崙里,172,139536,4047,1839,88889,2084,806,64,156,41083,0,536,0,32,65523,116505,103
,大潭里,447,373991,18176,4193,258608,14691,5282,447,287,69966,43,2218,0,79,204195,319577,199
,武東里,421,361296,17713,4479,266236,12724,4491,217,219,52216,0,2739,0,261,212730,307790,404
,八甲里,706,562853,9795,8134,435705,17833,3534,629,540,80286,4,5713,0,681,343536,471010,497
,七甲里,898,671146,20524,4438,560575,19709,8982,953,580,48623,70,6250,0,444,440580,551994,97
,媽廟里,539,396564,16855,6822,288177,22844,8171,366,510,47695,0,4678,0,447,224734,333121,105
,西埔里,480,337798,8734,4290,272048,12669,2426,300,255,33744,75,2382,0,874,209808,276026,94
,大廟里,735,516535,30968,3838,381554,14618,14331,1775,367,65501,62,3158,8,355,290521,425497,218
,南興里,1245,1000231,28658,7009,794685,35439,18739,2828,1470,101136,162,9583,0,522,626566,832438,439
,新厝里,732,540324,17716,7858,435454,23359,6258,174,924,42459,0,5817,6,298,345792,451111,670
,歸南里,656,469596,13012,2235,373621,15114,6607,425,414,50254,0,7866,0,47,288626,384601,111
,文化里,943,719263,24002,10546,564034,31284,4625,1608,1242,73037,945,7580,0,360,438507,594075,277
,其　他,3,1135,352,107,629,9,0,0,2,0,0,32,0,4,521,1027,0
,合　計,16497,12868155,401867,184774,9971923,484551,169910,16654,15424,1464716,2581,144419,591,10745,7845071,10746296,6895
關廟區,關廟里,622,495732,10038,6603,366178,21709,2177,192,1370,82843,638,3804,0,182,288161,418444,152
,山西里,520,377861,7965,3164,304498,20988,1479,70,443,35770,61,3149,0,274,238491,312809,261
,香洋里,907,671783,11483,12710,504840,36018,10513,1956,373,85012,107,6573,0,2199,400000,567717,221
,北勢里,626,432334,8886,1487,365244,20382,3294,370,769,25950,1333,4151,0,468,284324,352249,142
,新埔里,232,150219,1863,3437,132797,3839,859,0,170,5814,0,1346,0,93,99465,117930,17
,五甲里,853,549910,20408,3483,461053,17530,2550,207,957,37748,0,5292,0,684,349676,440581,46
,東勢里,790,505956,11667,6852,444209,13862,1890,685,420,19362,0,3927,0,3079,338789,402102,160
,松腳里,516,698438,5296,4535,309147,9329,1922,194,664,361218,243,5581,0,308,241239,630530,49
,南花里,416,300111,6198,1408,246971,14356,1332,95,576,24500,14,4427,0,234,193684,246824,13
,北花里,536,355193,8532,1483,286296,9787,2572,115,317,43551,0,2075,120,345,218342,287460,496
,深坑里,400,272698,6128,1435,220079,8456,2747,16,292,31684,25,1496,0,339,166181,220878,31
,布袋里,308,180816,7859,1047,133105,6354,3776,110,136,24241,0,4143,0,45,96321,145000,40
,田中里,150,87694,5682,171,70455,3540,574,77,109,6157,0,799,0,129,50950,68871,0
,龜洞里,176,107325,2003,375,89821,2949,726,105,23,8972,0,731,0,1621,65381,84656,59
,埤頭里,389,261778,17801,6891,202701,6564,2899,114,246,22713,74,1719,0,55,156209,215286,24
,下湖里,99,59461,1275,944,48163,2374,828,0,46,5451,0,347,0,33,35897,47195,3
,新光里,130,70090,1142,1370,59607,969,255,14,65,6220,0,446,0,0,43663,54553,11
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,7670,5577398,134226,57396,4245164,199006,40393,4321,6978,827206,2495,50008,120,10087,3266773,4613085,1725
龍崎區,崎頂里,221,145514,3052,541,110842,8501,1472,196,190,19530,0,1023,0,167,83392,117963,72
,土崎里,120,72073,1731,1084,62446,2721,683,0,44,3086,0,275,0,3,46825,56452,0
,中坑里,28,36586,98,136,17827,837,978,0,12,16513,0,185,0,0,14510,33269,0
,楠坑里,58,45334,60,0,38137,2763,67,0,74,3935,0,196,100,1,30897,38574,329
,牛埔里,86,57846,669,804,42343,4862,768,31,37,8085,0,246,0,0,32211,47714,0
"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,大坪里,61,34557,2576,87,27292,1310,16,0,8,3151,0,117,0,0,19691,26956,0
,龍船里,71,50373,1402,237,42234,2273,292,9,36,3237,0,591,0,62,33441,41580,0
,石𥕢里,63,40214,608,318,35237,749,186,0,33,2753,0,463,0,-133,26945,31922,0
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,708,482496,10196,3207,376359,24017,4462,236,434,60289,0,3095,100,100,287913,394429,401
永康區,永康里,2407,2043973,51407,37551,1609804,87904,32645,8701,2181,175993,10577,22068,85,5056,1313715,1748194,1532
,埔園里,3326,3041147,75621,30069,2544963,94810,28120,7219,3343,216739,1950,34936,27,3350,2088556,2584751,1765
,網寮里,1953,1796088,42969,32958,1349586,57153,16682,3028,1452,274944,214,15463,254,1385,1090323,1536824,1468
,王行里,735,742236,18707,4589,410969,33053,12617,951,574,256684,0,3846,0,245,316578,647845,281
,龍潭里,3155,2739102,116842,28729,2188355,89455,24419,7678,2130,249078,415,29168,0,2832,1758815,2309562,770
,大灣里,974,733226,24014,14266,586695,33346,17402,900,897,46453,4,8164,25,1060,469325,615856,450
,東灣里,949,687156,25885,11942,534920,31688,8310,312,342,67910,193,5532,4,119,421819,574392,610
,西灣里,2248,1880206,73489,40744,1428567,75689,36569,4413,1934,197696,867,17693,580,1965,1150857,1602723,3210
,南灣里,1054,706275,31611,6715,530103,28988,17423,2776,917,80642,109,5442,0,1548,407457,583630,296
,北灣里,2571,2110645,83945,23099,1754340,68675,15128,2914,2101,134352,381,22695,0,3016,1408620,1764434,981
,西勢里,1886,1495484,47232,14287,1254273,47710,10787,2332,1527,95278,1200,19074,1,1783,1001310,1242521,903
,新樹里,393,296398,24951,2763,199228,10613,20114,196,348,35274,11,2184,0,717,152105,249544,39
,三民里,384,372011,17142,1038,257421,10528,11137,1135,290,68290,0,3365,0,1664,209059,323650,73
,𥂁行里,2895,2522350,91391,29625,1777896,92705,54697,16389,2095,426300,0,27881,0,3371,1421760,2166214,945
,蔦松里,518,383923,18236,6872,280466,12504,17229,666,384,44213,457,2887,0,10,216545,320001,52
,烏竹里,804,654766,20192,3806,558460,18767,5712,525,515,41726,65,4760,0,239,448818,545556,194
,建國里,412,286470,12197,7419,205062,14244,4033,987,207,39135,51,1865,0,1268,157892,239300,56
,復興里,373,274665,7857,8533,223074,11279,2870,1021,189,17137,129,2539,0,36,180905,232496,136
,成功里,476,329873,12535,9036,265753,18959,1747,1654,339,15174,989,3092,32,563,210775,274864,400
,光復里,113,73810,1497,1378,63275,3843,695,285,16,2034,278,509,0,0,51047,61582,183
,神洲里,261,156914,2533,909,137227,8400,540,233,168,5837,56,903,0,107,106425,126113,304
,勝利里,2138,1771487,35781,43549,1429440,77149,13357,10750,1688,139783,319,18193,110,1368,1167972,1505196,2205
,大橋里,1841,2427886,27730,38382,1777056,86334,29550,3533,1916,446416,457,15282,47,1186,1554640,2205467,2250
,五王里,1631,1189501,27435,27404,972374,46590,8229,1858,1284,90557,192,12814,21,746,775861,992988,677
,崑山里,1816,1458863,57738,42760,1070633,62702,37552,4818,991,163843,395,13859,538,3035,850451,1238673,1374
,𥂁洲里,1924,1611532,56327,13972,1207383,65163,43858,4156,1349,204239,762,12386,0,1938,963280,1367429,650
,甲頂里,694,519555,23951,3020,391991,23640,9901,848,781,60760,5,3052,121,1487,310835,438399,721
,復國里,2186,1582623,30454,23805,1337853,65106,8991,4639,1900,87117,1659,18619,15,2463,1061415,1306269,1104
,中興里,944,674416,18630,12117,536133,41006,6137,6140,532,44011,24,9423,171,91,425755,564254,915
,正強里,2421,1953193,42200,33413,1608334,78892,13003,2835,1769,147175,442,23760,30,1339,1296739,1641619,2074
,二王里,2352,1991086,45300,25778,1612343,79394,15051,2529,2483,175332,4421,24960,427,3067,1309289,1687944,1820
,中華里,901,1016416,20807,36134,632850,54554,14704,2862,863,242053,1177,8437,349,1627,528904,912471,2769
,東橋里,1636,1838710,38849,29887,1433714,67451,33781,11352,1293,201742,0,20220,0,421,1213914,1618922,1044
,安康里,1478,1398146,19755,45230,976311,48524,12500,3056,1276,277258,447,12315,26,1447,795300,1217214,1029
"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,西橋里,951,743893,14085,17730,591656,37807,6626,2610,682,64438,36,7930,0,294,477810,630048,520
,六合里,1708,1474946,24852,35324,1172468,55568,29796,16932,1201,117475,548,19598,474,709,956145,1258961,2747
,三合里,928,638901,13141,8146,546879,18074,3453,1654,807,40565,0,5882,54,248,429478,521500,491
,尚頂里,1444,1335761,94905,10838,737459,61743,34298,3255,670,379498,165,8246,0,4686,571918,1170220,806
,復華里,2693,2209438,44196,37628,1808801,90844,13562,3855,1792,169879,7464,29487,124,1805,1458774,1859352,2481
,其　他,16,12193,6,2,10554,899,0,0,86,604,0,41,0,0,8754,10392,0
,合　計,57589,49175264,1436395,801452,38014670,1911753,673223,151998,45311,5543634,36456,498566,3513,58294,30739941,41897371,40327
其　他,其　他,56,62619,1798,406,49370,2630,525,240,110,6542,0,513,0,486,42183,55432,28
,合　計,56,62619,1798,406,49370,2630,525,240,110,6542,0,513,0,486,42183,55432,28
