"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
汐止區,仁德里,544,403972,1952,4751,334653,16394,4399,2881,738,28020,887,6825,0,2471,266726,336045,496
,義民里,419,327577,3931,5072,242579,16391,11315,1005,196,41387,66,1693,0,3941,195063,280060,230
,禮門里,311,253263,1143,3902,183540,10991,8366,984,209,38115,488,3635,4,1886,146270,215989,370
,智慧里,1475,1556741,14225,10870,1280398,49308,17383,11542,1719,145689,3851,11749,3985,6024,1085959,1362284,8727
,信望里,107,118877,1186,6130,54333,6218,10777,132,60,37168,1358,962,0,552,43652,108196,31
,橋東里,940,811145,10607,11123,653160,29927,11557,1772,690,81339,514,5958,186,4313,532193,690228,1081
,茄苳里,1358,951914,11729,6810,848457,24749,7389,2549,1045,40930,732,6801,0,724,668928,772385,566
,保安里,472,324656,7727,3244,240591,11170,15911,888,241,42794,6,1553,0,531,183478,267543,5
,保長里,1304,979092,11820,11040,864264,26865,8294,3726,1537,40150,615,8910,0,1871,687643,802471,460
,鄉長里,712,545515,6554,6864,441049,17803,6067,1818,638,49708,8407,4153,281,2172,348935,453402,1006
,江北里,1813,1363952,26222,16442,1154797,38525,16748,5024,1585,87107,495,11591,203,5213,920840,1129577,1540
,烘內里,449,369263,6239,6421,279603,17466,9538,3186,592,43658,75,1751,93,640,224951,314611,861
,拱北里,1369,931121,14092,10136,815852,30111,9194,3246,963,38714,787,5363,481,2181,641030,756209,1843
,樟樹里,667,430676,6076,8849,353064,13874,15221,1483,435,28102,253,2467,0,852,272875,350487,60
,北峰里,1396,923332,13146,9675,803708,25466,21893,2859,1228,35545,0,5578,113,4123,627578,747203,556
,北山里,1831,1609746,10994,32432,1321058,57401,31560,4288,1695,131873,2982,10646,1162,3656,1087276,1375866,4146
,八連里,296,190132,3981,934,148933,6670,6553,2352,87,19231,0,726,0,665,115668,156867,100
,白雲里,1305,1291549,13434,26641,1064595,44987,22446,5938,1265,87122,517,18956,85,5561,887079,1113825,1140
,橫科里,1389,1125264,13141,12529,955379,43995,14150,3328,1043,69570,923,7563,0,3642,781507,951394,512
,東山里,159,111974,3849,706,80947,2752,6366,1020,68,15819,0,447,0,0,60748,91775,0
,新昌里,1705,1569657,9602,8734,1253215,60026,37200,5522,1783,172139,596,17951,246,2645,1039366,1355816,1438
,秀峰里,1270,1007106,14584,7477,839743,39955,18588,3439,1374,68950,0,9343,0,3652,680412,847773,417
,復興里,2549,2969234,16939,21059,2399243,104052,42403,10535,2904,302927,438,47519,2694,18521,2061048,2630514,8047
,長安里,465,310908,4753,2284,267110,12075,4488,1683,281,15471,0,1996,0,767,209976,254203,212
,福山里,1247,1594541,3036,31722,1183770,61841,25272,4402,1581,240604,3205,27057,688,11363,1027074,1437776,4322
,宜興里,1004,1075299,17514,16837,834482,40842,14767,1653,783,130954,8105,6736,326,2300,711250,952042,1896
,中興里,2459,1934577,28513,18009,1573025,59009,63146,10189,1937,154597,5446,16923,270,3513,1261108,1622598,1714
,湖光里,2044,2225280,23122,38078,1741014,74837,45349,9953,2431,238002,1002,18479,362,32651,1472858,1956111,3998
,厚德里,2246,1873293,15406,19451,1573706,45448,12046,5379,2166,175214,440,18912,878,4246,1269914,1569504,4206
,忠孝里,2488,2010968,24193,20337,1693529,55747,19741,8168,2508,165136,961,15778,183,4687,1373709,1691173,1982
,文化里,1380,1262027,10643,37328,1045305,35912,18104,5191,1639,84866,2215,16308,210,4307,864530,1081405,1570
,自強里,1680,1564801,13729,20919,1278137,49987,29369,6283,2285,115840,0,38971,71,9210,1060886,1347520,924
,金龍里,1593,1269343,10566,20167,1082877,33111,12767,4924,1451,82000,17,14235,412,6817,878402,1064803,2080
,福德里,1053,806007,10243,8748,700301,22307,8403,3270,1005,44121,313,6294,565,438,564264,669970,1470
,興福里,978,835026,4610,9117,714381,25488,8400,5361,812,56427,12,7601,137,2680,584409,704900,1021
,康福里,1884,1785592,19937,20008,1527305,43570,9110,6710,2169,136048,576,15910,431,3817,1274413,1532671,2539
,忠山里,1267,2057030,8094,27405,1325785,103176,81111,22541,967,425853,11583,29684,812,20017,1169260,1900243,4219
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,環河里,441,335840,8599,1080,197904,13646,57547,2011,157,50222,0,3502,26,1146,147802,285738,402
,東勢里,1475,2160218,11450,57723,1567008,77244,55468,7472,1502,349246,1907,19280,2590,9329,1374560,1965046,10105
,山光里,766,594769,9411,4326,529556,12273,2717,729,908,27470,0,6684,206,488,424392,489606,712
,大同里,906,778554,8104,8096,625915,29647,26974,8760,1341,56248,136,9922,304,3107,513686,665972,1019
,崇德里,1548,1378759,12518,19941,1159004,44166,13582,3497,1704,106808,1579,12935,1235,1790,952145,1171466,3308
,湖興里,2211,3793084,20210,33967,1906694,85177,63522,10524,3199,1622929,7752,28009,1273,9828,1623173,3509406,6014
,長青里,344,549992,5799,10775,336086,21536,26541,3492,265,135285,3309,1897,75,4932,295344,509271,1329
,福安里,1860,2075158,19258,33804,1701415,61033,31227,15114,2490,150930,7448,43593,362,8484,1441120,1813223,2645
,秀山里,1410,1672031,12389,28946,1225753,56473,33836,5980,2498,245574,21830,28580,861,9311,1039669,1484556,3837
,建成里,1760,1647171,10259,19671,1430662,48457,12266,5118,1799,85783,1297,22514,2466,6879,1190103,1406611,5752
,城中里,1524,1439717,10373,18794,1237258,41635,12289,4796,1480,90707,546,19753,652,1434,1033406,1235718,2129
,湖蓮里,994,1301987,4843,28329,1022235,49369,19347,8435,1049,129436,5828,24148,1238,7732,897946,1177205,5208
,保新里,871,622892,3940,7642,546595,16253,4935,6248,1050,28021,0,7497,222,489,434784,511081,1077
,其　他,21,8566,90,10,7493,234,96,21,38,437,0,148,0,0,5347,6421,0
,合　計,61759,59129188,554773,795355,46647467,1915591,1065738,257418,63590,6790288,109496,655486,26388,247598,38654755,51126757,109322
三芝區,八賢里,89,56709,847,852,45604,2511,186,417,183,5652,0,382,0,73,34948,46053,36
,埔頭里,1387,838176,18351,9883,712193,31211,5688,2672,1451,44507,210,10479,842,688,539521,666027,2143
,古庄里,286,189648,3530,2921,143121,10451,5316,451,408,19806,0,2846,117,681,111673,158463,391
,新庄里,212,130217,4429,1202,104311,5096,1515,617,96,12400,0,388,0,163,77628,103966,134
,埔坪里,1757,1116236,30627,12842,920614,38867,12086,3259,1786,81559,287,10534,0,3775,705737,901357,566
,茂長里,178,109065,1181,4296,84263,7212,1672,874,117,8796,0,367,241,46,64942,89744,1052
,橫山里,122,75549,3275,23,59111,2861,704,26,146,8706,0,696,0,0,44877,61315,3
,錫板里,207,144943,2790,1975,108877,7104,2314,593,106,20378,0,543,0,264,83010,119076,49
,後厝里,671,597612,7816,18481,377386,29085,15352,2599,554,117569,0,19471,1216,8083,305213,525434,3453
,福德里,214,203599,790,5099,152088,15165,1493,1052,161,26119,0,1490,0,143,126749,178258,502
,圓山里,139,109164,10541,1824,59567,6098,5284,370,97,23875,0,1459,0,48,44772,94370,9
,店子里,156,99653,2172,1359,73641,5100,1147,227,138,11375,0,3701,0,794,55400,81848,1
,興華里,346,296578,29821,5878,173285,12403,8338,880,1229,59662,898,3664,0,521,131069,256657,526
,其　他,2,2561,0,0,0,6,239,26,0,2289,0,0,0,0,0,2561,0
,合　計,5766,3969710,116170,66637,3014061,173168,61335,14063,6472,442694,1395,56018,2415,15280,2325539,3285128,8864
石門區,德茂里,260,153895,6931,68,124234,5952,1978,794,223,12140,0,1220,0,354,94717,124378,21
,富基里,370,226612,4311,5560,177509,6737,3797,407,156,25025,14,2888,61,149,133798,182902,514
,老梅里,561,446945,6557,3067,309329,14027,4337,839,291,102250,0,6047,117,83,243245,380861,476
,山溪里,210,135903,2699,684,111142,6582,1633,169,160,11781,0,668,0,386,83857,108619,0
,石門里,448,309467,5901,5772,252991,9882,3459,1517,245,27476,0,2218,0,6,199045,255521,171
,尖鹿里,428,270614,2491,1978,230901,10909,3181,588,258,18137,0,2000,0,171,176844,216588,78
,乾華里,74,44657,410,425,35477,1779,598,64,24,5435,0,265,0,181,26455,36059,12
,茂林里,214,165178,1903,704,149903,6339,1719,105,54,3083,0,1266,0,102,121199,136473,10
,草里里,249,148831,6950,1162,124777,4219,2695,244,88,7908,114,673,0,0,93759,117813,207
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,其　他,1,119,0,48,35,4,0,0,0,32,0,0,0,0,0,84,0
,合　計,2815,1902222,38152,19470,1516299,66431,23397,4727,1498,213265,128,17246,177,1432,1172920,1559298,1489
八里區,龍源里,2120,2043149,28158,37957,1472823,66432,44121,12636,2530,347766,0,15723,652,14352,1211503,1782395,3794
,米倉里,951,1098653,8882,11726,575387,32236,28211,5634,897,428889,51,5170,769,801,459494,983436,2986
,大崁里,784,654764,14716,14941,456583,21795,22926,4594,495,109179,0,8762,58,713,357960,557829,882
,埤頭里,963,748528,15701,17702,579268,27513,17039,2211,939,79371,11,7502,30,1241,456366,625782,689
,頂罟里,525,391054,9399,5335,275212,10408,14061,1794,351,70913,0,2844,0,737,207885,324062,97
,舊城里,1872,1309890,20647,15495,1111529,38871,12903,6239,1082,93170,152,7334,205,2263,861008,1062359,889
,訊塘里,1098,796440,15683,16330,634033,26879,18147,3596,718,73730,139,6451,0,734,491805,659946,312
,荖阡里,421,320545,4775,7251,236284,16648,8461,913,649,41123,0,2402,0,2038,181528,267219,51
,下罟里,369,359915,31812,3817,192904,8443,15694,585,218,97442,0,581,0,8421,143020,312698,93
,長坑里,395,269855,8183,1615,204785,10721,8839,82,335,33033,162,1280,0,819,149859,222688,2
,其　他,5,3265,19,0,2832,404,0,0,0,9,0,0,0,0,2184,2617,0
,合　計,9503,7996057,157975,132168,5741640,260351,190402,38285,8213,1374625,515,58051,1714,32118,4522610,6801031,9794
永和區,下溪里,1175,1151079,10422,16643,913967,49242,21399,3565,1073,113630,53,13461,930,6694,765753,1002227,2940
,中溪里,1599,1619987,18284,31946,1207289,91118,32946,5466,2328,206896,1677,13561,2205,6271,1012745,1425234,5719
,上溪里,677,630436,5809,5526,487429,33486,26464,1316,427,55356,1342,10600,6,2675,411172,554177,774
,後溪里,598,603456,2228,9155,472331,33456,27562,2229,765,47974,1577,2736,846,2598,400306,531432,2552
,頂溪里,838,861083,5920,9612,664592,43323,10088,5625,682,91987,103,10182,67,18902,561136,757611,1373
,網溪里,365,341348,1843,6921,268527,19933,4838,323,254,31113,0,7020,364,211,223397,296087,1499
,復興里,801,774326,8735,9039,595102,47586,14607,2236,628,76837,389,14666,399,4103,504689,683761,2764
,竹林里,1209,1134344,12733,18360,863400,69432,20755,11999,1164,119534,1745,11313,364,3545,721114,992057,2175
,中興里,922,952628,11221,20363,680896,59379,36471,3685,916,123432,186,10513,420,5146,581458,853043,3163
,店街里,1434,1769600,21155,31040,1188971,101312,40623,7428,5973,339839,1523,21321,918,9496,1021236,1601522,5189
,潭墘里,1530,1787524,12858,36785,1314408,105051,21937,8776,1321,257337,2643,18531,805,7073,1131374,1605581,4330
,水源里,1348,1323534,7398,28705,1013361,81322,21672,4888,1227,150012,285,13091,832,742,851897,1162212,3701
,秀朗里,1231,1078130,6975,12410,862307,51000,13179,1876,786,114186,302,8566,54,6488,711035,926858,1387
,大同里,253,167051,895,8403,133982,8378,1622,486,153,10414,0,2034,0,685,106307,139376,2
,永成里,233,174221,1323,4858,150267,6119,2803,170,414,6411,0,1701,0,155,122662,146616,93
,福和里,1879,2111128,11542,32731,1547813,138695,50393,5844,1803,266536,7578,18369,709,29114,1332097,1895320,3804
,豫溪里,1177,1168829,4611,17574,879034,74193,43102,5058,1217,122092,1856,17532,346,2215,747022,1036791,2498
,上林里,1102,1136682,10277,18667,886465,67311,19041,2390,1141,110924,4819,10749,888,4011,756140,1006358,3387
,新󿾴里,738,680885,5224,8516,537785,39159,14053,1343,768,58418,2036,11661,537,1386,450265,593223,1884
,和平里,1601,1608520,21235,25839,1231458,88036,50845,10878,1671,136766,3134,29022,203,9434,1049028,1420560,2708
,仁愛里,878,861849,4386,9829,653689,53629,22954,2234,795,96889,2532,10226,222,4464,552993,761148,1548
,前溪里,705,694518,4301,14529,520504,39093,26138,1819,731,79884,0,6000,134,1382,442728,616626,1591
,永興里,1033,916628,8826,11655,669337,64505,23453,2695,1413,123884,1271,6552,411,2626,551388,798679,2125
,永安里,1399,1671032,8795,30239,1340245,92057,20612,4224,2302,136678,4050,27285,168,4375,1169529,1500316,3025
,雙和里,1311,1294095,8843,17526,1020323,78277,30149,6813,1828,102427,2855,13821,589,10643,863719,1138365,3459
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,得和里,1556,1579535,10159,28641,1190809,110604,25086,4524,2312,168586,3490,14405,232,20687,1010639,1401176,2763
,大新里,926,950272,6021,33574,700956,67833,32079,2584,1212,88088,1236,11114,472,5103,595869,844849,3180
,桂林里,1158,1091493,5107,12332,871263,73528,14227,3904,974,95619,1860,9802,488,2389,736088,956278,3194
,勵行里,394,358389,6400,8007,248630,21476,26075,675,341,42058,0,2315,323,2089,206320,316080,898
,光復里,558,500854,1296,4867,403866,30360,8347,2563,1390,40936,763,4574,394,1499,339708,435922,1293
,光明里,1021,1028690,4573,24467,781499,65221,32387,5082,1112,97822,805,11626,305,3791,664795,911727,2825
,信義里,957,1037892,9701,15893,726804,56689,27419,4657,1002,177941,1100,12619,0,4065,613153,924241,1119
,正興里,786,761849,3066,24940,557676,49088,40778,1949,733,73041,203,10674,212,-512,470911,675071,1969
,忠義里,182,128258,339,424,110686,4990,1007,16,90,8383,1161,1067,0,96,87923,105496,118
,新生里,221,167165,3775,2879,141127,5465,1660,423,301,10222,111,989,0,213,113805,139842,126
,河堤里,1071,1291359,13332,27447,1018464,64406,13437,6686,2876,123237,1013,16272,887,3302,880907,1153789,3045
,民治里,954,859419,8809,10890,664395,49253,42350,2514,679,72148,690,4844,56,2791,555823,750772,1210
,智光里,1007,795916,9700,16283,640234,38391,14549,5077,1004,57873,402,9128,276,3000,525364,681046,1759
,秀和里,1656,1853459,20488,30270,1430114,102785,37087,7453,1988,177653,1334,24503,353,19431,1228301,1651646,2955
,潭安里,1578,1566081,8006,20126,1203809,92985,25000,3758,2529,149454,2615,13531,673,43595,1014872,1377133,3913
,永貞里,1139,1150414,4171,22770,804808,71737,27393,2074,846,200328,237,10183,602,5266,674524,1019926,2931
,福林里,1044,958768,9913,12039,748177,65607,25004,1941,1389,78146,934,8021,1313,6285,632473,842543,4039
,安和里,1348,1390958,10048,29880,1017692,89109,45588,3731,1514,156613,683,28468,983,6650,860464,1231832,4431
,文化里,848,815150,8429,6674,657198,43067,12498,5640,1325,66576,360,6867,1213,5302,551301,709185,3655
,民權里,1490,1590353,14746,18643,1206904,86745,29575,6124,1359,203172,3445,14818,298,4524,1023263,1406710,2421
,民生里,1203,1105413,5641,13661,827238,62654,22537,1667,926,88031,1912,12403,249,68493,684954,963061,1619
,永福里,923,1017146,5990,13775,741291,62681,11162,2194,1005,156946,1004,7701,168,13228,634103,909957,1120
,河濱里,1027,1066967,5720,14874,853436,55391,18336,4571,1081,95516,2226,12830,132,2854,728520,942051,1728
,永元里,1616,1559303,16192,22921,1224100,85729,33923,6670,1338,141916,1222,20399,177,4714,1027578,1362658,2641
,秀成里,886,804950,9831,5847,625672,46308,11672,2087,885,86515,5644,7735,1373,1380,517889,696946,3564
,秀林里,1180,1049614,4518,14614,837834,55253,12698,2551,1304,98330,399,11422,0,10691,694778,906603,1718
,秀得里,876,806560,10443,24686,654796,35107,11117,1072,830,57361,47,8967,0,2133,545116,696880,1006
,民族里,1501,1620955,17778,35079,1189044,97786,26245,6285,1323,209185,2899,23022,157,12151,1008210,1439148,1644
,民本里,1315,1533570,16966,21025,1154578,56830,19343,4243,1205,235564,6846,11574,268,5126,989357,1368216,2097
,民樂里,1596,2010422,17941,48263,1491270,102444,30583,5357,2664,264989,4893,31991,1328,8699,1297909,1816796,6935
,協和里,890,771940,9654,11810,557315,41093,35368,9166,701,91249,660,11596,139,3190,459946,674444,1288
,保平里,1562,1706277,10373,29089,1295094,81645,20616,8237,1407,228849,2781,14000,122,14064,1101478,1512662,2164
,保安里,2453,4072605,24234,72483,2267731,153644,79580,15873,2602,1338251,31222,44187,2189,40609,1961873,3766311,8422
,民富里,910,791100,4641,8671,656673,36349,10858,2099,1197,55125,558,10575,396,3957,542050,676396,1718
,秀元里,972,905304,5908,16849,708206,53212,17243,2387,696,85156,3098,9001,3,3547,594512,791610,1679
,永樂里,798,778224,3881,11011,602852,42498,24097,4804,682,69520,2630,12264,122,3862,509666,684810,1595
,保順里,3416,4331357,26207,70951,3448308,166618,53159,19457,5560,439308,15769,63118,871,22030,2991056,3873971,6964
,其　他,3,1647,0,0,173,36,0,1131,0,292,0,15,0,0,0,1474,30
,合　計,69057,72322542,569837,1223524,54364203,3959708,1517792,274592,82164,8809455,148208,839137,29192,504729,46116687,64064438,159467
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
其　他,其　他,242,218637,3243,7654,140748,10121,18092,6075,217,26000,0,2019,0,4467,112035,189924,279
,合　計,242,218637,3243,7654,140748,10121,18092,6075,217,26000,0,2019,0,4467,112035,189924,279
